2, 934, 2065
3,
4, 997, 2120
5, 1094, 2065
6, 1141, 2065
7, 1094, 2419
8, 1149, 2419
9, 1094, 2814
10, 1052, 2814
11, 1094, 3067
12, 1052, 3164
13, 1250, 3160
14, 1431, 3063
15, 1431, 3109
16, 1707, 3063
17, 1707, 3106
18, 1969, 3063
19, 1969, 3110
20, 2179, 3063
21, 2179, 3224
22, 2400, 3063
23, 2400, 3110
24, 2610, 3063
25, 2610, 3110
26, 2934, 3063
27, 2934, 3106
28, 3111, 3063
29, 3111, 3157
30, 3261, 3207
31, 3311, 3207
32, 3261, 3063
33, 3311, 3063
34, 3261, 2972
35, 3219, 2972
36, 3315, 2972
37, 3261, 2803
38, 3315, 2803
39, 3261, 2736
40, 3315, 2736
41, 3261, 2665
42, 3219, 2665
43, 3261, 2614
44, 3214, 2614
45, 3261, 2555
46, 3307, 2555
47, 3261, 2479
48, 3307, 2479
49, 3214, 2303
50, 3315, 2303
51, 3261, 2269
52, 3261, 2153
53, 3484, 2153
54, 3364, 2041
55, 3461, 2037
56, 3364, 1805
57, 3326, 1814
58, 3612, 1835
59, 3612, 1873
60, 3839, 1835
61, 3839, 1868
62, 3806, 1915
63, 3869, 1906
64, 3945, 1835
65, 3367, 1691
66, 3321, 1691
67, 3413, 1691
68, 3371, 1565
69, 3312, 1565
70, 3418, 1565
71, 3367, 1435
72, 3409, 1435
73, 3312, 1435
74, 3367, 1321
75, 3418, 1321
76, 3316, 1321
77, 3367, 1199
78, 3413, 1199
79, 3329, 1199
80, 3367, 1077
81, 3413, 1077
82, 3325, 1077
83, 3367, 951
84, 3418, 955
85, 3325, 951
86, 3418, 888
87, 3367, 829
88, 3312, 829
90, 3157, 875
91, 3152, 997
92, 3152, 1111
93, 3152, 1245
94, 3152, 1367
95, 3152, 1489
96, 3144, 1603
97, 3156, 1717
98, 3641, 959
99, 3599, 1115
100, 3586, 1229
102, 3582, 1489
103, 3590, 1603
104, 3582, 1717
105, 3924, 1940
106, 4288, 1767
107, 3591, 1953
108, 3145, 1898
109, 3109, 2437
110, 3105, 2824
111, 3492, 2383
112, 3471, 2627
113, 3480, 2875
114, 3480, 3250
116, 2450, 3299
117, 1926, 3289
119, 871, 3256
120, 871, 2819
121, 1254, 2250
122, 875, 2335
200, 1094, 2246
201, 1094, 2600
202, 1254, 3067
203, 2179, 3321
204, 2779, 3063
206, 3477, 1978
207, 1259, 2549
208, 1141, 2600
209, 1250, 2814
210, 1094, 2709
211, 1141, 2709
212, 1094, 2983
213, 1141, 2983
500, 1096, 2146
501, 1092, 2322
502, 1096, 2503
503, 1092, 2896
504, 1165, 3064
505, 1333, 3064
506, 1562, 3059
507, 1828, 3068
508, 2075, 3058
509, 2280, 3062
510, 2491, 3060
511, 2693, 3065
512, 2853, 3065
513, 3013, 3057
514, 3181, 3061
515, 3259, 3118
516, 3263, 2867
517, 3267, 2372
518, 3374, 2154
519, 3374, 2089
520, 3313, 2085
521, 3366, 1912
522, 3460, 1822
523, 3718, 1839
524, 3366, 1738
525, 3366, 1624
526, 3366, 1501
527, 3362, 1370
528, 3366, 1259
529, 3366, 1132
530, 3369, 1016
531, 3361, 885
600, 815, 2122
601, 735, 2122
602, 735, 2029
603, 815, 2033
604, 2068, 3216
605, 2068, 3291
606, 2068, 3343
607, 2185, 3343
608, 2297, 3343
609, 2297, 3291
610, 2297, 3216
611, 3565, 2191
612, 3631, 2191
613, 3631, 2116
614, 3565, 2116
615, 3520, 878
616, 3604, 878
617, 3431, 818
618, 3520, 818
619, 3604, 813
