1, 933, 2066
3, 1106, 2070
4, 1106, 2198
5, 1053, 2198
6, 1106, 2286
7, 1139, 2286
8, 1106, 2491
9, 1143, 2491
10, 1106, 2619
11, 1052, 2619
12, 1106, 2648
13, 1147, 2648
14, 1106, 2817
15, 1139, 2817
16, 1106, 2981
17, 1147, 2981
18, 1093, 3047
19, 1048, 3047
20, 1250, 3047
21, 1250, 3150
22, 1374, 3047
23, 1464, 3047
24, 1464, 3101
25, 2181, 3047
26, 2181, 3228
27, 2635, 3047
28, 2635, 3108
29, 2676, 3047
30, 2676, 3112
31, 2990, 3047
32, 3111, 3047
33, 3111, 3162
34, 3317, 3047
35, 3226, 2969
36, 3317, 2969
37, 3312, 2799
38, 3308, 2729
39, 3218, 2540
40, 3308, 2548
41, 3312, 2478
42, 3226, 2326
43, 3317, 2301
44, 3267, 2260
45, 3267, 2153
46, 3490, 2153
47, 3465, 2030
48, 3370, 1931
49, 3321, 1931
50, 3370, 1807
51, 3321, 1811
52, 3605, 1832
53, 3605, 1877
54, 3836, 1832
55, 3836, 1877
56, 3370, 1684
57, 3325, 1684
58, 3411, 1684
59, 3370, 1581
60, 3325, 1581
61, 3411, 1581
62, 3370, 1440
63, 3325, 1440
64, 3412, 1440
65, 3370, 1325
66, 3325, 1325
67, 3412, 1325
68, 3370, 1192
69, 3325, 1192
70, 3412, 1192
71, 3370, 1078
72, 3325, 1078
73, 3412, 1078
74, 3370, 953
75, 3325, 953
76, 3412, 953
77, 3370, 891
78, 3412, 891
79, 3370, 850
80, 3325, 850
82, 3135, 862
83, 3135, 982
84, 3135, 1111
85, 3572, 965
86, 3572, 1119
88, 3572, 1366
89, 3135, 1226
90, 3135, 1358
91, 3135, 1473
92, 3568, 1477
93, 3139, 1606
94, 3136, 1725
95, 3131, 1836
96, 3139, 1976
97, 3568, 1613
98, 3572, 1728
99, 3597, 1943
100, 3473, 2330
101, 3477, 2458
103, 3477, 2709
104, 3481, 2832
105, 3473, 2948
106, 3486, 3253
107, 2825, 3302
108, 2499, 3298
109, 1702, 3290
110, 875, 3257
111, 1263, 2919
112, 867, 2808
113, 1267, 2763
114, 1267, 2598
115, 871, 2354
116, 1263, 2240
117, 3094, 2392
118, 3102, 2754
119, 3267, 2326
120, 3267, 2478
121, 3267, 2548
122, 3267, 2729
123, 3267, 2799
124, 3267, 2969
125, 3267, 3047
200, 1822, 3047
201, 2404, 3047
202, 2185, 3314
204, 1093, 3339
205, 3490, 1939
500, 993, 2072
501, 1048, 2068
502, 1104, 2128
503, 1099, 2354
504, 1104, 2410
505, 1099, 2567
506, 1099, 2724
507, 1099, 2899
508, 1164, 3057
509, 1307, 3057
510, 1567, 3056
511, 1710, 3056
512, 1923, 3056
513, 2090, 3056
514, 2183, 3140
515, 2294, 3062
516, 2511, 3057
517, 3374, 2022
518, 2747, 3052
519, 2909, 3048
520, 3175, 3052
521, 3268, 2877
522, 3268, 2632
523, 3272, 2392
524, 3384, 2156
525, 3384, 2078
526, 3369, 1869
527, 3369, 1745
528, 3364, 1620
529, 3364, 1514
530, 3364, 1374
531, 3369, 1255
532, 3370, 1134
533, 3365, 1014
534, 3476, 1818
535, 3717, 1828
600, 820, 2117
601, 731, 2117
602, 731, 2033
603, 820, 2033
604, 2061, 3191
605, 2061, 3289
606, 2061, 3345
607, 2295, 3191
608, 2295, 3289
609, 2295, 3345
610, 2187, 3359
611, 3542, 2195
612, 3626, 2195
613, 3542, 2115
614, 3626, 2115
615, 3437, 817
616, 3522, 817
617, 3606, 817
